arg_line_id,arg_instance_id,arg_ref_id,arg_ref_name,argument_text,email_id,created_at,speaker_name,speaker_email,speaker_role,topic_id,topic_side,reasoning_name,sophism_name,sophism_category,fact_ref_id,fact_veracity_pct,relevance,reasoning_credibility,impact_score,impact_direction,hidden_topic_hint,hidden_topic_confidence,strength,needs_review,notes
ARG-L-0000449,ARGI-66685969db,ARREF-e372ac9b3c,(argument),,2024:97,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000450,ARGI-66685969db,ARREF-e372ac9b3c,(argument),,2024:97,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000451,ARGI-66685969db,ARREF-e372ac9b3c,(argument),,2024:97,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000452,ARGI-b3603ee45c,ARREF-e372ac9b3c,(argument),,2024:99,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000453,ARGI-b3603ee45c,ARREF-e372ac9b3c,(argument),,2024:99,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000454,ARGI-b3603ee45c,ARREF-e372ac9b3c,(argument),,2024:99,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000455,ARGI-b3603ee45c,ARREF-e372ac9b3c,(argument),,2024:99,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000456,ARGI-b3603ee45c,ARREF-e372ac9b3c,(argument),,2024:99,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000457,ARGI-b3603ee45c,ARREF-e372ac9b3c,(argument),,2024:99,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000458,ARGI-b3603ee45c,ARREF-e372ac9b3c,(argument),,2024:99,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000459,ARGI-b3603ee45c,ARREF-e372ac9b3c,(argument),,2024:99,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000460,ARGI-b3603ee45c,ARREF-e372ac9b3c,(argument),,2024:99,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000461,ARGI-b3603ee45c,ARREF-e372ac9b3c,(argument),,2024:99,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000462,ARGI-b3603ee45c,ARREF-e372ac9b3c,(argument),,2024:99,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000463,ARGI-faee8a441b,ARREF-e372ac9b3c,(argument),,2024:106,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000464,ARGI-faee8a441b,ARREF-e372ac9b3c,(argument),,2024:106,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000465,ARGI-faee8a441b,ARREF-e372ac9b3c,(argument),,2024:106,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000466,ARGI-faee8a441b,ARREF-e372ac9b3c,(argument),,2024:106,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000467,ARGI-faee8a441b,ARREF-e372ac9b3c,(argument),,2024:106,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000468,ARGI-faee8a441b,ARREF-e372ac9b3c,(argument),,2024:106,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000469,ARGI-faee8a441b,ARREF-e372ac9b3c,(argument),,2024:106,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000470,ARGI-3d22268db4,ARREF-e372ac9b3c,(argument),,2024:110,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000471,ARGI-3d22268db4,ARREF-e372ac9b3c,(argument),,2024:110,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000472,ARGI-3d22268db4,ARREF-e372ac9b3c,(argument),,2024:110,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000473,ARGI-3d22268db4,ARREF-e372ac9b3c,(argument),,2024:110,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000474,ARGI-3d22268db4,ARREF-e372ac9b3c,(argument),,2024:110,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000475,ARGI-3d22268db4,ARREF-e372ac9b3c,(argument),,2024:110,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000476,ARGI-3d22268db4,ARREF-e372ac9b3c,(argument),,2024:110,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000477,ARGI-3d22268db4,ARREF-e372ac9b3c,(argument),,2024:110,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000478,ARGI-3d22268db4,ARREF-e372ac9b3c,(argument),,2024:110,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000479,ARGI-3d22268db4,ARREF-e372ac9b3c,(argument),,2024:110,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000480,ARGI-3d22268db4,ARREF-e372ac9b3c,(argument),,2024:110,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000481,ARGI-3d22268db4,ARREF-e372ac9b3c,(argument),,2024:110,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000482,ARGI-3d22268db4,ARREF-e372ac9b3c,(argument),,2024:110,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000483,ARGI-3d22268db4,ARREF-e372ac9b3c,(argument),,2024:110,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000484,ARGI-19596d80c5,ARREF-e372ac9b3c,(argument),,2024:111,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000485,ARGI-19596d80c5,ARREF-e372ac9b3c,(argument),,2024:111,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000486,ARGI-19596d80c5,ARREF-e372ac9b3c,(argument),,2024:111,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000487,ARGI-19596d80c5,ARREF-e372ac9b3c,(argument),,2024:111,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000488,ARGI-19596d80c5,ARREF-e372ac9b3c,(argument),,2024:111,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000489,ARGI-19596d80c5,ARREF-e372ac9b3c,(argument),,2024:111,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000490,ARGI-19596d80c5,ARREF-e372ac9b3c,(argument),,2024:111,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000491,ARGI-19596d80c5,ARREF-e372ac9b3c,(argument),,2024:111,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000492,ARGI-19596d80c5,ARREF-e372ac9b3c,(argument),,2024:111,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000493,ARGI-19596d80c5,ARREF-e372ac9b3c,(argument),,2024:111,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000494,ARGI-c31de67779,ARREF-e372ac9b3c,(argument),,2024:112,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000495,ARGI-404efe349f,ARREF-e372ac9b3c,(argument),,2024:114,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000496,ARGI-404efe349f,ARREF-e372ac9b3c,(argument),,2024:114,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000497,ARGI-404efe349f,ARREF-e372ac9b3c,(argument),,2024:114,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000498,ARGI-404efe349f,ARREF-e372ac9b3c,(argument),,2024:114,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000499,ARGI-404efe349f,ARREF-e372ac9b3c,(argument),,2024:114,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000500,ARGI-404efe349f,ARREF-e372ac9b3c,(argument),,2024:114,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000501,ARGI-404efe349f,ARREF-e372ac9b3c,(argument),,2024:114,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000502,ARGI-404efe349f,ARREF-e372ac9b3c,(argument),,2024:114,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000503,ARGI-404efe349f,ARREF-e372ac9b3c,(argument),,2024:114,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000504,ARGI-404efe349f,ARREF-e372ac9b3c,(argument),,2024:114,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000505,ARGI-404efe349f,ARREF-e372ac9b3c,(argument),,2024:114,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000506,ARGI-e59c03736f,ARREF-e372ac9b3c,(argument),,2024:116,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000507,ARGI-e59c03736f,ARREF-e372ac9b3c,(argument),,2024:116,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000508,ARGI-e59c03736f,ARREF-e372ac9b3c,(argument),,2024:116,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000509,ARGI-e59c03736f,ARREF-e372ac9b3c,(argument),,2024:116,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000510,ARGI-e59c03736f,ARREF-e372ac9b3c,(argument),,2024:116,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000511,ARGI-e59c03736f,ARREF-e372ac9b3c,(argument),,2024:116,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000512,ARGI-e59c03736f,ARREF-e372ac9b3c,(argument),,2024:116,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000513,ARGI-1c1880b2c7,ARREF-e372ac9b3c,(argument),,2024:119,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000514,ARGI-1c1880b2c7,ARREF-e372ac9b3c,(argument),,2024:119,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000515,ARGI-1c1880b2c7,ARREF-e372ac9b3c,(argument),,2024:119,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000516,ARGI-1c1880b2c7,ARREF-e372ac9b3c,(argument),,2024:119,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000517,ARGI-1c1880b2c7,ARREF-e372ac9b3c,(argument),,2024:119,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000518,ARGI-1c1880b2c7,ARREF-e372ac9b3c,(argument),,2024:119,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000519,ARGI-1c1880b2c7,ARREF-e372ac9b3c,(argument),,2024:119,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000520,ARGI-1c1880b2c7,ARREF-e372ac9b3c,(argument),,2024:119,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000521,ARGI-1c1880b2c7,ARREF-e372ac9b3c,(argument),,2024:119,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000522,ARGI-1c1880b2c7,ARREF-e372ac9b3c,(argument),,2024:119,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000523,ARGI-1c1880b2c7,ARREF-e372ac9b3c,(argument),,2024:119,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000524,ARGI-1c1880b2c7,ARREF-e372ac9b3c,(argument),,2024:119,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000525,ARGI-860a3e859e,ARREF-e372ac9b3c,(argument),,2024:120,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000526,ARGI-860a3e859e,ARREF-e372ac9b3c,(argument),,2024:120,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000527,ARGI-860a3e859e,ARREF-e372ac9b3c,(argument),,2024:120,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000528,ARGI-860a3e859e,ARREF-e372ac9b3c,(argument),,2024:120,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000529,ARGI-860a3e859e,ARREF-e372ac9b3c,(argument),,2024:120,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000530,ARGI-1b616d0082,ARREF-e372ac9b3c,(argument),,2024:121,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000531,ARGI-1b616d0082,ARREF-e372ac9b3c,(argument),,2024:121,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000532,ARGI-1b616d0082,ARREF-e372ac9b3c,(argument),,2024:121,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000533,ARGI-c621990b19,ARREF-e372ac9b3c,(argument),,2024:122,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000534,ARGI-c621990b19,ARREF-e372ac9b3c,(argument),,2024:122,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000535,ARGI-c621990b19,ARREF-e372ac9b3c,(argument),,2024:122,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000536,ARGI-c621990b19,ARREF-e372ac9b3c,(argument),,2024:122,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000537,ARGI-c621990b19,ARREF-e372ac9b3c,(argument),,2024:122,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000538,ARGI-c621990b19,ARREF-e372ac9b3c,(argument),,2024:122,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000539,ARGI-e239ecb3a9,ARREF-e372ac9b3c,(argument),,2024:123,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000540,ARGI-e239ecb3a9,ARREF-e372ac9b3c,(argument),,2024:123,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000541,ARGI-e239ecb3a9,ARREF-e372ac9b3c,(argument),,2024:123,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000542,ARGI-e239ecb3a9,ARREF-e372ac9b3c,(argument),,2024:123,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000543,ARGI-e239ecb3a9,ARREF-e372ac9b3c,(argument),,2024:123,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000544,ARGI-e239ecb3a9,ARREF-e372ac9b3c,(argument),,2024:123,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000545,ARGI-e239ecb3a9,ARREF-e372ac9b3c,(argument),,2024:123,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000546,ARGI-e239ecb3a9,ARREF-e372ac9b3c,(argument),,2024:123,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000547,ARGI-ddbea48aa7,ARREF-e372ac9b3c,(argument),,2024:125,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000548,ARGI-ddbea48aa7,ARREF-e372ac9b3c,(argument),,2024:125,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000549,ARGI-ddbea48aa7,ARREF-e372ac9b3c,(argument),,2024:125,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000550,ARGI-ddbea48aa7,ARREF-e372ac9b3c,(argument),,2024:125,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000551,ARGI-1b94e36295,ARREF-e372ac9b3c,(argument),,2024:126,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000552,ARGI-1b94e36295,ARREF-e372ac9b3c,(argument),,2024:126,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000553,ARGI-1b94e36295,ARREF-e372ac9b3c,(argument),,2024:126,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000554,ARGI-1b94e36295,ARREF-e372ac9b3c,(argument),,2024:126,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000555,ARGI-bcbb4559fd,ARREF-e372ac9b3c,(argument),,2024:127,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000556,ARGI-bcbb4559fd,ARREF-e372ac9b3c,(argument),,2024:127,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000557,ARGI-bcbb4559fd,ARREF-e372ac9b3c,(argument),,2024:127,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000558,ARGI-88373830fe,ARREF-e372ac9b3c,(argument),,2024:128,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000559,ARGI-88373830fe,ARREF-e372ac9b3c,(argument),,2024:128,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000560,ARGI-88373830fe,ARREF-e372ac9b3c,(argument),,2024:128,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
ARG-L-0000561,ARGI-88373830fe,ARREF-e372ac9b3c,(argument),,2024:128,2025-08-21T18:40:13Z,,,Other,TOP-NA,con,,,,FREF-d5ef31a5eb,25,0.5,0.5,0.5,positive,,0.0,0.0312,1,
